Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2007020520138,2007-01-29 00:00:00,2007-01-19 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),412.1,Settled,271.57,Settle,10.0,140.53000000000003
2004122169991,2004-11-14 00:00:00,2004-11-30 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,-16.0,0.0
2004051151098,2004-05-04 00:00:00,2004-04-18 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,575.0,Settled,287.5,Settle,16.0,287.5
2009092163877,2009-09-17 00:00:00,2009-09-07 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks; Other,70.0,Approved,70.0,Approve in Full,10.0,0.0
2008082148906,2008-08-18 00:00:00,2008-05-17 00:00:00,SAN,San Diego International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Denied,0.0,Deny,93.0,120.0
2005091392361,2005-09-01 00:00:00,2005-07-12 00:00:00,IAD,Washington Dulles International,American Airlines,Passenger Property Loss,Checked Baggage,Other,134.0,Denied,0.0,Deny,51.0,134.0
2004122170200,2004-11-08 00:00:00,2004-11-01 00:00:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,114.66,Approved,114.66,Approve in Full,7.0,0.0
2005081790721,2005-08-08 00:00:00,2005-07-27 00:00:00,IAD,Washington Dulles International,Northwest Airlines,Property Damage,Checkpoint,Other,160.0,Denied,0.0,Deny,12.0,160.0
1021309M,2003-10-21 00:00:00,2003-07-09 00:00:00,SNA,John Wayne,UAL,Passenger Property Loss,Checked Baggage,Other,740.0,Denied,0.0,Deny,104.0,740.0
2008071747040,2008-07-11 00:00:00,2008-07-06 00:00:00,SEA,Seattle-Tacoma International,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,210.0,Denied,0.0,Deny,5.0,210.0
2004111767293,2004-10-05 00:00:00,2004-08-22 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Other,65.0,Denied,0.0,Deny,44.0,65.0
2004070458292,2004-06-16 00:00:00,2004-05-03 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,42.5,Approved,42.5,Approve in Full,44.0,0.0
2009081462611,2009-08-10 00:00:00,2009-07-23 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,10.69,Denied,0.0,Deny,18.0,10.69
0702012M,2003-07-02 00:00:00,2003-05-14 00:00:00,BOS,Boston (Logan) International Airport,AirTran Airlines,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),194.4,Approved,194.4,Approve in Full,49.0,0.0
2007021420938,2007-02-12 00:00:00,2005-04-12 00:00:00,PDX,Portland International,American Airlines,Property Damage,Checked Baggage,Jewelry - Costume; Medicines,50.0,Denied,0.0,Deny,671.0,50.0
2005032479755,2005-03-09 00:00:00,2004-12-24 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.0,Denied,0.0,Deny,75.0,500.0
2004070658598,2004-06-16 00:00:00,2004-05-19 00:00:00,LAS,McCarran International,Alaska Airlines,Employee Loss (MPCECA),Checked Baggage,Other,35.0,Settled,17.5,Settle,28.0,17.5
2005012874850,2005-01-12 00:00:00,2004-12-17 00:00:00,ORD,Chicago O'Hare International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,349.0,Settled,331.75,Settle,26.0,17.25
2004080960773,2004-07-15 00:00:00,2004-05-22 00:00:00,SEA,Seattle-Tacoma International,American Airlines,Passenger Property Loss,Checked Baggage,Other,58.72,Settled,29.36,Settle,54.0,29.36
2009082663008,2009-08-24 00:00:00,2009-08-12 00:00:00,SJU,Luis Munoz Marin International,American Eagle,Passenger Property Loss,Checked Baggage,Cameras - Digital; Eyeglasses - (including contact lenses); Other,626.0,Denied,0.0,Deny,12.0,626.0
2006041704659,2006-04-06 00:00:00,2006-03-28 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),174.99,Denied,0.0,Deny,9.0,174.99
2004060154017,2004-04-21 00:00:00,2004-03-25 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,10.99,Approved,10.99,Approve in Full,27.0,0.0
2006020600984,2006-01-23 00:00:00,2005-12-12 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,50.0,Approved,50.0,Approve in Full,42.0,0.0
2005100493839,2005-09-27 00:00:00,2005-09-11 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,150.0,Denied,0.0,Deny,16.0,150.0
0226514M,2004-02-26 00:00:00,2004-02-09 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),245.02,Approved,245.02,Approve in Full,17.0,0.0
2008071446862,2008-06-27 00:00:00,2008-05-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,30.0,Denied,0.0,Deny,36.0,30.0
2007030922027,2007-03-05 00:00:00,2007-02-28 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Costume,466.0,Denied,0.0,Deny,5.0,466.0
2005041182244,2005-04-06 00:00:00,2005-03-15 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),15.0,Approved,15.0,Approve in Full,22.0,0.0
2005033080592,2005-03-23 00:00:00,2005-02-01 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Tran Meridian Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,250.0,Denied,0.0,Deny,50.0,250.0
2005071889158,2005-07-15 00:00:00,2005-05-24 00:00:00,SDF,Louisville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,514.98,Denied,0.0,Deny,52.0,514.98
2005042783453,2005-04-26 00:00:00,2005-04-18 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cameras - Digital,458.99,Settled,229.5,Settle,8.0,229.49
2007121036269,2007-12-06 00:00:00,2007-11-22 00:00:00,MCO,Orlando International Airport,USAir,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System; Locks; Luggage (all types including footlockers); Other,480.0,Denied,0.0,Deny,14.0,480.0
2006042004795,2006-04-11 00:00:00,2006-03-25 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checkpoint,Other,495.85,Approved,495.85,Approve in Full,17.0,0.0
2005041882728,2005-04-25 00:00:00,2005-04-10 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),69.0,Denied,0.0,Deny,15.0,69.0
2009011454463,2009-01-07 00:00:00,2008-12-11 00:00:00,MSY,New Orleans International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,31.78,Denied,0.0,Deny,27.0,31.78
2004052453273,2004-04-15 00:00:00,2004-02-25 00:00:00,STT,Cyril E. King International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.0,Settled,37.5,Settle,50.0,37.5
2004110766583,2004-09-28 00:00:00,2004-07-10 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checkpoint,Other,325.0,Approved,325.0,Approve in Full,80.0,0.0
2004092263434,2004-08-27 00:00:00,2004-08-12 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,196.81,Settled,98.0,Settle,15.0,98.81
2004111767279,2004-10-05 00:00:00,2004-09-18 00:00:00,OTH,North Bend Municipal,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,763.0,Denied,0.0,Deny,17.0,763.0
2007091231721,2007-09-07 00:00:00,2007-07-29 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.5,Denied,0.0,Deny,40.0,10.5
2006092513180,2006-09-18 00:00:00,2006-08-21 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,32.99,Approved,32.99,Approve in Full,28.0,0.0
2007082130566,2007-08-17 00:00:00,2007-08-13 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,300.0,Denied,0.0,Deny,4.0,300.0
0422045L,2003-04-22 00:00:00,2003-03-19 00:00:00,SNA,John Wayne,America West,Passenger Property Loss,Checked Baggage,Jewelry - Fine,125.0,Approved,125.0,Approve in Full,34.0,0.0
2008123153943,2008-12-23 00:00:00,2008-12-21 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,375.8,Denied,0.0,Deny,2.0,375.8
2006042004854,2006-04-07 00:00:00,2006-02-13 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Ryan Air,Passenger Property Loss,Checked Baggage,Other,68.9,Denied,0.0,Deny,53.0,68.9
1016012M,2003-10-16 00:00:00,2003-08-31 00:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,647.99,Approved,647.99,Approve in Full,46.0,0.0
2004060955179,2004-05-13 00:00:00,2004-04-21 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checkpoint,Other,835.0,Denied,0.0,Deny,22.0,835.0
2006071709560,2006-07-17 00:00:00,2006-04-02 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),7.95,Approved,7.95,Approve in Full,106.0,0.0
2006070508895,2006-07-03 00:00:00,2006-06-21 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Dishes; Pottery; Glassware; Plasticware; Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),545.0,Denied,0.0,Deny,12.0,545.0
2004061555804,2004-05-10 00:00:00,2004-04-17 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Other,70.0,Settled,35.0,Settle,23.0,35.0
2004051752571,2004-04-16 00:00:00,2004-03-31 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),32.0,Approved,32.0,Approve in Full,16.0,0.0
0604029L,2003-06-04 00:00:00,2003-04-12 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,162.9,Approved,162.9,Approve in Full,53.0,0.0
2005083091869,2005-08-24 00:00:00,2005-04-16 00:00:00,SMF,Sacramento International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,110.0,Approved,110.0,Approve in Full,130.0,0.0
2009012354876,2009-01-15 00:00:00,2009-01-04 00:00:00,OMA,Eppley Airfield,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,80.0,Denied,0.0,Deny,11.0,80.0
2008071647018,2008-07-10 00:00:00,2008-07-06 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,110.0,Approved,110.0,Approve in Full,4.0,0.0
2004062256978,2004-06-02 00:00:00,2004-05-12 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,160.0,Denied,0.0,Deny,21.0,160.0
2006031403045,2006-03-08 00:00:00,2006-02-24 00:00:00,OME,Nome,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,8.81,Approved,8.81,Approve in Full,12.0,0.0
2006012300074,2006-01-17 00:00:00,2005-12-15 00:00:00,HOU,William P. Hobby,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),159.95,Approved,159.95,Approve in Full,33.0,0.0
2004110466304,2004-09-16 00:00:00,2004-08-06 00:00:00,PBI,Palm Beach International,Delta (Song),Passenger Property Loss,Checked Baggage,Locks,4.5,Approved,4.5,Approve in Full,41.0,0.0
2009102864895,2009-10-19 00:00:00,2009-10-28 14:00:00,ORF,Norfolk International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,241.48,Denied,0.0,Deny,-10.0,241.48
2008090349394,2008-09-02 00:00:00,2008-08-17 00:00:00,MFR,Rogue Valley International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,430.0,Denied,0.0,Deny,16.0,430.0
0618009L,2003-06-18 00:00:00,2003-05-06 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checked Baggage,Locks,57.5,Approved,57.5,Approve in Full,43.0,0.0
2005030977341,2005-02-01 00:00:00,2004-12-30 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,15.0,Approved,15.0,Approve in Full,33.0,0.0
2005112896531,2005-11-10 00:00:00,2005-06-24 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checked Baggage,Locks,8.99,Approved,8.99,Approve in Full,139.0,0.0
2006122717993,2006-12-26 00:00:00,2006-12-19 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Video Recordings (blank & commercial),739.98,Settled,231.52,Settle,7.0,508.46000000000004
2005100393714,2005-09-23 00:00:00,2005-08-17 00:00:00,PNS,Pensacola Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,200.0,Settled,100.0,Settle,37.0,100.0
2004122069582,2004-10-28 00:00:00,2004-10-16 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),129.0,Approved,129.0,Approve in Full,12.0,0.0
2007061126619,2007-06-06 00:00:00,2007-06-03 00:00:00,HSV,Huntsville International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Brushes - Hair; Clothes; etc.,70.0,Denied,0.0,Deny,3.0,70.0
2007092532554,2007-09-21 00:00:00,2007-09-08 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),150.0,Denied,0.0,Deny,13.0,150.0
2008090349374,2008-08-26 00:00:00,2008-08-20 00:00:00,ALB,Albany International,UAL,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.; Jewelry - Fine,277.28,Denied,0.0,Deny,6.0,277.28
2009040257140,2009-03-17 00:00:00,2009-02-07 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Medical Equipment & Insturments,180.74,Approved,180.74,Approve in Full,38.0,0.0
2005082291096,2005-08-12 00:00:00,2005-07-13 00:00:00,IND,Indianapolis International,USAir,Passenger Property Loss,Checked Baggage,Locks,21.2,Settled,10.1,Settle,30.0,11.1
2008042543376,2008-04-21 00:00:00,2007-11-05 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),170.5,Denied,0.0,Deny,168.0,170.5
2005013174956,2005-01-14 00:00:00,2004-12-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Midway Airlines,Property Damage,Checked Baggage,Other,39.99,Approved,39.99,Approve in Full,22.0,0.0
0130028M,2004-01-30 00:00:00,2004-01-02 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),351.0,Approved,351.0,Approve in Full,28.0,0.0
2008031040685,2008-02-28 00:00:00,2008-02-22 00:00:00,CHS,Charleston International,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),294.55,Denied,0.0,Deny,6.0,294.55
2008062446063,2008-06-16 00:00:00,2008-05-26 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,92.0,Settled,46.0,Settle,21.0,46.0
2004080960902,2004-07-20 00:00:00,2004-05-27 00:00:00,PHX,Phoenix Sky Harbor International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),216.98,Settled,184.43,Settle,54.0,32.54999999999998
2008052144646,2008-05-20 00:00:00,2008-04-30 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,50.0,Denied,0.0,Deny,20.0,50.0
2006042405103,2006-04-18 00:00:00,2006-04-04 00:00:00,HNL,Honolulu International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,20.0,Denied,0.0,Deny,14.0,20.0
2006060707483,2006-06-05 00:00:00,2006-03-27 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,70.0,50.0
2004112167554,2004-10-08 00:00:00,2004-09-29 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.,460.0,Denied,0.0,Deny,9.0,460.0
2006060807608,2006-06-06 00:00:00,2006-05-19 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Lighting Supplies (globe domes; electric candlesticks; candelabra; etc.),13.2,Approved,13.2,Approve in Full,18.0,0.0
2004123071906,2004-12-08 00:00:00,2004-11-26 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,67.78,Denied,0.0,Deny,12.0,67.78
2008061845882,2008-06-13 00:00:00,2008-06-09 00:00:00,SYR,Syracuse-Hancock International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Garden Equipment - (wheelbarrows; roller; etc.),7.5,Approved,7.5,Approve in Full,4.0,0.0
2005100694264,2005-09-30 00:00:00,2005-08-25 00:00:00,SYR,Syracuse-Hancock International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,291.19,Settled,123.39,Settle,36.0,167.8
2007081730403,2007-08-15 00:00:00,2007-08-04 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,533.36,Approved,533.36,Approve in Full,11.0,0.0
2006101814150,2006-10-12 00:00:00,2006-08-29 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; MP3 Players-(iPods; etc),442.92,Approved,442.92,Approve in Full,44.0,0.0
2005092893338,2005-09-19 00:00:00,2005-08-24 00:00:00,RDD,Redding Municipal,Alaska Airlines,Passenger Property Loss,Checked Baggage,Medicines,24.95,Approved,24.95,Approve in Full,26.0,0.0
2005061586438,2005-06-06 00:00:00,2005-03-30 00:00:00,CLT,Charlotte/Douglas International Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,370.61,Denied,0.0,Deny,68.0,370.61
